video_id,comment_id,author,published_at,updated_at,text_display,like_count,reply_count
2RY8TpRwdyI,UgzP0CbAzVuMr00rGHt4AaABAg,@EagleFlyHigh69,2025-11-05T00:57:49Z,2025-11-05T00:57:49Z,"LANJUTKAN PAK MENTERI, SAYA RAKYAT INDONESIA MENDUKUNG MU !! 💪🏾💪🏾",1,0
2RY8TpRwdyI,Ugyo6KsV2IMRwIUL6LN4AaABAg,@evatjiekolah4707,2025-11-05T00:44:46Z,2025-11-05T00:44:46Z,BRI itu main2 selalu bilang kur habis,0,0
2RY8TpRwdyI,UgzjlePNM6_uO4KN_A14AaABAg,@wisanggeni9849,2025-11-05T00:06:37Z,2025-11-05T00:06:37Z,"Mas Purbaya, tolong untuk bank negara (Danatara) di tertibkan pada penggunaan rekening baru masa' ketika kita ada program atau proyek yang memerlukan rekening bank negara di haruskan membuka rekening baru, padahal sudah punya rekening bank tersebut sebelumnya (Sudah punya BRI, diminta bikin rekening BRI baru lagi. Sebelumnya sudah punya rekening BNI, tapi ketika ada ada proyek baru yang mengharuskan memiliki rekening BNI, tetap saja diminta membuka rekening BNI baru lagi)
Nah masalahnya, buat apa punya rekening banyak di satu bank jika fungsinya sama, padahal masing-masing rekening setiap bulannya ada di kenakan biaya administrasi. 
Dan masing-masing rekening bank yang sama tersebut harus ada saldo mengendap minimal 50ribu, dan itu di kali berapa nasabah(per KTP)  juga itu, betapa jahatnya sistem perbankan yang ada seperti itu, laknat lah yang membuat kebijakan culas dan dzolim tersebut !",0,0
2RY8TpRwdyI,Ugz8XcMzq-BF-1h01VV4AaABAg,@rejeki-ban,2025-11-05T00:00:03Z,2025-11-05T00:00:03Z,Banyak oknum bank main2 emang,0,0
2RY8TpRwdyI,Ugz1L3vOA_WuT4N4xvV4AaABAg,@zaenalmustofa-v7k,2025-11-04T23:59:12Z,2025-11-05T00:00:04Z,"Percuma tar juga di bela atau di tutupin LG ,tatap aja uang hasil pengambilan dr koruptor jatah ke sejahteraan rakyat",0,0
2RY8TpRwdyI,Ugzn2s4Hxh0uHLZU6dx4AaABAg,@studiobambang,2025-11-04T23:21:24Z,2025-11-04T23:21:24Z,Do'a rakyat melangitkan keselamatan perjuangan pak pur 🤲🏻,0,0
2RY8TpRwdyI,UgyCWfUmjaegBBZDqPN4AaABAg,@irmahadimaliha222,2025-11-04T23:10:50Z,2025-11-04T23:10:50Z,Di mandiri dan BRI. Selalu mempersulit nasabah 2 nya dg macam 2 aturan yg nggak masuk akal,0,0
2RY8TpRwdyI,UgzRYhwnJA48iihX3JJ4AaABAg,@Awex_doang,2025-11-04T23:03:44Z,2025-11-04T23:03:44Z,periksa di Belitung timur pak.,0,0
2RY8TpRwdyI,Ugz9C7B0lZ7OOKR4j9d4AaABAg,@alihakimhutabarat4187,2025-11-04T23:02:35Z,2025-11-04T23:02:35Z,"Pak pur mau beresin kur terganjal aturan kemenkeu terbatas wewenangnya
Pak probowo berkan pak purbaya wewenang membongkar borok borok birokrasi",0,0
2RY8TpRwdyI,UgwxeEKmZYWwPwf0KPN4AaABAg,@irmahadimaliha222,2025-11-04T22:53:44Z,2025-11-04T22:53:44Z,Jangan lupa urusin Mandiri dan BRI. Yg mempersulit kredit KUR,0,0
2RY8TpRwdyI,UgxGbdpEqYYZdJ7kFEh4AaABAg,@halimtalafuka9946,2025-11-04T22:48:31Z,2025-11-04T22:48:31Z,1:18 1:19 1:19 1:19 1:19 1:19 1:19 1:19 1:20 1:20 1:20 1:20 1:21 1:21 1:21 1:21 1:21 1:21 1:22 1:22 1:22 1:22 1:22 1:23 1:23 1:23 1:23 1:23 1:24 1:24 1:24 1:24 1:24 1:24 1:25 1:25 1:25 1:25 1:25 1:26 1:26 1:26 1:26 1:26 1:27 1:27 1:27 1:27 1:27 1:27 1:28 1:28 1:28 1:28 1:28 1:29 1:29 1:29 1:29 1:29 1:30 1:30 1:30 1:30 1:30 1:31 1:31 1:31 1:31 1:31 1:31 1:32 1:32 1:32 1:32 1:32 1:33 1:33 1:33 1:33 1:33,2,0
2RY8TpRwdyI,Ugy85xXzlqwo2MkM_3B4AaABAg,@halimtalafuka9946,2025-11-04T22:48:07Z,2025-11-04T22:48:07Z,1:00 1:00 1:00 1:01 1:01 1:01 1:01 1:01 1:02 1:02 1:02 1:02 1:02 1:02 1:03 1:03 1:03 1:03 1:03 1:04 1:04 1:04 1:04 1:04 1:04 1:05 1:05 1:05 1:05 1:05 1:06 1:06 1:06 1:06 1:06 1:06 1:07 1:07 1:07 1:07 1:07 1:08 1:08 1:08 1:08 1:08 1:08 1:09 1:09 1:09 1:09 1:09 1:10 1:10 1:10 1:10,1,0
2RY8TpRwdyI,UgwrnDn6RRdwz9Fh1_54AaABAg,@halimtalafuka9946,2025-11-04T22:47:47Z,2025-11-04T22:47:47Z,0:41 0:41 0:41 0:42 0:42 0:42 0:42 0:42 0:42 0:43 0:43 0:43 0:43 0:43 0:44 0:44 0:44 0:44 0:44 0:45 0:45 0:45 0:45 0:45 0:45 0:46 0:46 0:46 0:46 0:46 0:47 0:47 0:47 0:47 0:47 0:47 0:48 0:48 0:48 0:48 0:48 0:49 0:49 0:49 0:49 0:49 0:50 0:50 0:50 0:50,1,0
2RY8TpRwdyI,UgzEkH6sSBAf3q3FiLt4AaABAg,@rafifaulia5222,2025-11-04T22:15:00Z,2025-11-04T22:15:00Z,ini baru menteri yg kerja beneran tp biasanya dimusuhi selama pejabat termul Gengs jokuwi,0,0
2RY8TpRwdyI,Ugw0RC6oCfmiS_HAoXV4AaABAg,@cadakun6498,2025-11-04T21:48:10Z,2025-11-04T21:48:10Z,"Gak seru 
Lebih seru kalo sudah ada tersangka 
😂😂😂",0,0
2RY8TpRwdyI,UgyX5KXHVDedz3R5Tt14AaABAg,@gojekpandawa3071,2025-11-04T18:42:08Z,2025-11-04T18:42:08Z,Kalo macen macem ga aman woww,0,0
2RY8TpRwdyI,UgzU-2MWf2FnFPZe7514AaABAg,@AlhiwidanWujudanrambe,2025-11-04T18:05:43Z,2025-11-04T18:05:43Z,"Baru x ini rakyat menjangkau sistem ke uangan rakyat ,,",0,0
2RY8TpRwdyI,UgyeGSyKPYPTwVm0xYd4AaABAg,@jafarshodiq583,2025-11-04T17:10:29Z,2025-11-04T17:10:29Z,"Smg beliau di panjangkan umurnya  serta kesehatan agar bs ters berjuang memberantas org2 penghianat negara,, dan jg beliu  beserta  keluarganya selalu di lindungi Alloh swt sehingga mndapat rudho serta rahamat alloh bibarokati,, al fatikhah,,",0,0
2RY8TpRwdyI,Ugx1Vc-12MkS42yDDK94AaABAg,@wawanwirawan3383,2025-11-04T16:37:49Z,2025-11-04T16:37:49Z,"Benar pak Pur, dua puluh juta aja harus ada agungan,bahkan ada petugas yg bilang sama kita ,klo ada petugas yg dtang selain saya bilang aja ga pakai agungan,aman kok sertifikatnya di Bank",0,0
2RY8TpRwdyI,Ugw7GvclxiOPa2anDg14AaABAg,@slametbondet4173,2025-11-04T16:07:52Z,2025-11-04T16:07:52Z,Tolong pak Jateng juga diperiksa pak diperpajakan terimakasih pak,0,0
2RY8TpRwdyI,Ugw-I_-Yu1lZJNNCoTd4AaABAg,@NisaaprilianaApriliana,2025-11-04T15:51:02Z,2025-11-04T15:51:02Z,UMKM hasil beli pertanian,0,0
2RY8TpRwdyI,UgyFxRGXwHhtScGTiep4AaABAg,@NisaaprilianaApriliana,2025-11-04T15:49:18Z,2025-11-04T15:49:18Z,KUR udah habis katanya,0,0
2RY8TpRwdyI,UgzWKKafVHK9I3bTqa14AaABAg,@NisaaprilianaApriliana,2025-11-04T15:48:07Z,2025-11-04T15:48:07Z,10 juta nasabah KUR X 10 juta pertahun pernasabah 100 juta pak,0,0
2RY8TpRwdyI,UgxLNFD04tqb66YXTal4AaABAg,@ahmadpahrudin129,2025-11-04T15:19:40Z,2025-11-04T15:19:40Z,Purbaya ga tau. Memang betul KUR itu harus pakai jaminan! Minjam 7 juta saja harus ada jaminan. Walaupun usahanya sudah ada dan berjalan.,0,0
2RY8TpRwdyI,UgzJHGNQCFwYDirGlQd4AaABAg,@alihendra5302,2025-11-04T14:37:40Z,2025-11-04T14:37:40Z,Di tmpat saya jga di mintaii agunan pakk baya,0,0
2RY8TpRwdyI,UgwkIyUCi4CNU_KP9Gh4AaABAg,@dianfebrianto3983,2025-11-04T14:25:47Z,2025-11-04T14:25:47Z,Mantul sehat sehat pak purr,0,0
2RY8TpRwdyI,Ugw-Nu-aaiSiLenuqgh4AaABAg,@afiffuddin1252,2025-11-04T14:15:12Z,2025-11-04T14:15:12Z,REALITA : pinjam KUR 17 jt harus pake agunan sertifikat tanah,0,0
2RY8TpRwdyI,UgwKnTl66KPGjiTCykR4AaABAg,@Degohet,2025-11-04T14:08:54Z,2025-11-04T14:08:54Z,"Dari dulu mau pinjam KUR ngga pernah dapat, habis kuota terus",0,0
2RY8TpRwdyI,UgxgnxYxv_msIYIe8oJ4AaABAg,@Lisdawati-n9k,2025-11-04T13:47:00Z,2025-11-04T13:47:00Z,"Kl ditayak kur sama bank pasti jawaban ngk ada pak dari 5thn yg dulu pak kami mengalami ya terpaksa kami ambil pinjaman yg tidak kur mau ngk mau pak,,,,,,",0,0
2RY8TpRwdyI,UgxJOSL1sKgM2YHNUG14AaABAg,@RantoPrapat-u3r,2025-11-04T13:38:03Z,2025-11-04T13:38:03Z,Ngak usah banyak cerita sekarang bukti.,0,0
2RY8TpRwdyI,Ugxh6MpBB4CYq0op4FV4AaABAg,@TiniHartinah-j8i,2025-11-04T13:30:13Z,2025-11-04T13:30:13Z,Itu tikus tukus berdasi lengserkan  pak prabowo  lengserkan aja tikus tukus ga bisa bersatu suruh bubar,0,0
2RY8TpRwdyI,UgwbBVJN6vN9u38lHtN4AaABAg,@asepsupriadi3001,2025-11-04T13:09:24Z,2025-11-04T13:09:24Z,Maju terus Pa Pur rakyat dibelakang  siap jadi tameng terhadap berbagai tekanan.,0,0
2RY8TpRwdyI,Ugw-gg8Vdax9Ja_zlJd4AaABAg,@SaerahSubroto-q7u,2025-11-04T13:08:12Z,2025-11-04T13:08:12Z,"Masalah Whoos Purbaya berani, Tp Bos nya Kicep",0,0
2RY8TpRwdyI,Ugy7RKi7lPYk66o2P6R4AaABAg,@skynight-872,2025-11-04T12:39:34Z,2025-11-04T12:39:34Z,Prabowo harus backup terus orang ini,0,0
2RY8TpRwdyI,UgxWQUg5uxvxUlfmkGN4AaABAg,@ratnasusanti5709,2025-11-04T12:38:13Z,2025-11-04T12:38:13Z,Ngaku gk beli dolar tp sy yakin beli dikit dikit😅,0,0
2RY8TpRwdyI,Ugy2neCckOHMBqejtUd4AaABAg,@andikurniawan2985,2025-11-04T12:36:24Z,2025-11-04T12:36:24Z,Saya curiga pihak bank kerja sama dg pinjol karena kredit yg saya lihat sulit dan banyak aturan minta tolong diselidiki pak mennkue,0,0
2RY8TpRwdyI,Ugw0N_9JsrkFyytZTIV4AaABAg,@wauriuri6286,2025-11-04T12:30:33Z,2025-11-04T12:30:33Z,"Peminjam nya kebanyakan para pengusaha Bank emok/Bank keliling,",0,0
2RY8TpRwdyI,UgyOz4ixX3ZRrmhEdY14AaABAg,@EkrinSafa,2025-11-04T11:59:08Z,2025-11-04T11:59:08Z,"GK butuh pejabat dan GK percaya sama pejabat 
Jadi tenang Pak Purbaya kami rakyat Indonesia siap menjaga bapak, Lanjutkan kerja untuk rakyat ❤",0,0
2RY8TpRwdyI,Ugwvd2wnj_ONs4dGoa14AaABAg,@ramidahpaulo123,2025-11-04T11:57:12Z,2025-11-04T11:57:12Z,Senang dengar kerjaan Purbaya 👍,0,0
2RY8TpRwdyI,UgygsyryrC7JvWoJ_yl4AaABAg,@MimBasri-q3c,2025-11-04T11:53:17Z,2025-11-04T11:53:17Z,"Apa aja itu pak menteri, kami rakyat tetap menerima aja , termasuk barang terus naik.
Contoh satu aja semen Baturaja di bandar Lampung naik dua kali dalam satu bulan.",0,0
2RY8TpRwdyI,UgzFYm7936yGfHOlWTh4AaABAg,@fine5501,2025-11-04T11:52:18Z,2025-11-04T11:52:18Z,Tindak tegas juga ke daerah² pak Menkeu biar merata dan aman,0,0
2RY8TpRwdyI,UgylwHuGO-2QDTWIyUl4AaABAg,@jokopitono5778,2025-11-04T11:39:30Z,2025-11-04T11:39:30Z,Emang udah saatnya sikaaatttt pejabat yang menyusahlan rakyat !!!,0,0
2RY8TpRwdyI,UgzeVji6qHxKDNUHWDx4AaABAg,@reymaingame5454,2025-11-04T11:35:35Z,2025-11-04T11:35:35Z,"gw kira notif WA gw, ternyata yutup 😅",1,0
2RY8TpRwdyI,UgyfGp3hQ62-iY-s6xt4AaABAg,@knrchanel7392,2025-11-04T11:31:00Z,2025-11-04T11:31:00Z,bener tidak ada dampak ke umkm pak,0,0
2RY8TpRwdyI,UgzViR1izT95aLMHE6V4AaABAg,@manusiabutuhkeadilan,2025-11-04T11:30:32Z,2025-11-04T11:30:32Z,"PAK PURBAYA
KANG DEDI  MULYADI
IBU SHERLY
KADES HOHO

ANDA ANDA ADALAH ORANG HEBAT DI INDONSEIA",0,0
2RY8TpRwdyI,UgxxrD0L1PB0rgyTG1R4AaABAg,@hei_aliii,2025-11-04T11:29:36Z,2025-11-04T11:29:36Z,Sikat Pa,0,0
2RY8TpRwdyI,UgzCo_tqkaFV8Jw_dDh4AaABAg,@kthlampuyangbarigasii,2025-11-04T11:07:43Z,2025-11-04T11:07:43Z,mantap pak,0,0
2RY8TpRwdyI,UgxRQi7OEyqIG9-GYix4AaABAg,@sweekegoreng8386,2025-11-04T10:51:14Z,2025-11-04T10:51:14Z,Demi transparansi dan kebaikan perekonomian bangsa ini kami setuju sikat yang mau main2,0,0
2RY8TpRwdyI,Ugx_i27PmvYfAMyRm8h4AaABAg,@samuderajayafarm,2025-11-04T10:39:59Z,2025-11-04T10:39:59Z,Di kab cilacap.KUR 50 jt jga minta agunan.walaupun cuma BPKB.Nyata itu,0,0
2RY8TpRwdyI,UgwMIbCqYugLrUbi-aJ4AaABAg,@caiherang8125,2025-11-04T10:28:52Z,2025-11-04T10:28:52Z,BRI minjam KUR menggunakan Agunan pak Pur.,0,0
2RY8TpRwdyI,Ugw0a40_KAbB9eAJB1F4AaABAg,@madetomaxout9016,2025-11-04T10:26:52Z,2025-11-04T10:26:52Z,"Om benza wiki bitana soha
Rakyat bersama Purbaya",0,0
2RY8TpRwdyI,UgwDwqVSsbynkR196bx4AaABAg,@AdelLia-q1r,2025-11-04T10:05:14Z,2025-11-04T10:05:14Z,Periksa semua bank yg main2 pada dana KUR👍👍👍,0,0
2RY8TpRwdyI,UgxxSrOJcy4UZPrGOjJ4AaABAg,@ardianananto2759,2025-11-04T09:42:16Z,2025-11-04T09:42:16Z,Hehehehe cek langsung ke lapangan pak pur pasti pak pur terkaget kaget,0,0
2RY8TpRwdyI,UgxH3qmCtlBh5hWI0oJ4AaABAg,@SobirinAgus,2025-11-04T09:13:49Z,2025-11-04T09:13:49Z,Berarti gimana pak mestinya Kur nya meskipun DH masih dikasih modal lagi nggak pak😂,0,0
2RY8TpRwdyI,UgytIZdrAXr-cYucdb14AaABAg,@grahamimtiaz1861,2025-11-04T09:01:31Z,2025-11-04T09:01:31Z,Anjng emng bank nya mau minjam uang buat usaha cuma 20 jt malah bilang kur gak ada habis pdhal sodaranya bisa minjam uang aja hrus punya ordal,0,0
2RY8TpRwdyI,UgzU8yP3rvxwhZ79xrx4AaABAg,@grahamimtiaz1861,2025-11-04T08:56:56Z,2025-11-04T08:56:56Z,Menteri terkeren sejauh ini,0,0
2RY8TpRwdyI,Ugze220J_I0a3bEU29V4AaABAg,@kalenanannette719,2025-11-04T08:54:21Z,2025-11-04T08:54:21Z,Purbaya ketua geng netizen Indonesia,0,0
2RY8TpRwdyI,UgwdfQm8Z90ig90uo4V4AaABAg,@Ganamlima,2025-11-04T08:43:58Z,2025-11-04T08:43:58Z,1-100 juta gak ada agunan ayoo ayooo,0,0
2RY8TpRwdyI,UgzmwegiuVbZvqMAztF4AaABAg,@AdiSetiawan-rw3rz,2025-11-04T08:18:19Z,2025-11-04T08:18:19Z,"Ternyata yg di atas (pimwil) tidak selaras dengan yg di bawah ( pimca) 
Terabas pak purbaya",0,0
2RY8TpRwdyI,UgxRXwFctNWZUA7Vyxt4AaABAg,@Oph4490,2025-11-04T08:17:48Z,2025-11-04T08:17:48Z,Pak prakteknya bank g begitu pak saya pinjam ke bank sulit padahal untuk membantu masyarakat,0,0
2RY8TpRwdyI,UgxaRcnw-ypNPyy8cCx4AaABAg,@infobolaterkini10,2025-11-04T08:04:26Z,2025-11-04T08:04:26Z,Teruslah rockn n roll pak purbaya,1,0
i2Uxvilus-I,UgwViNbDAN1KsnDpVyJ4AaABAg,@hartokooetomo352,2025-11-06T23:53:05Z,2025-11-06T23:53:05Z,Ferdinand persis tukang/ penjual obat ! 😮😂,0,0
i2Uxvilus-I,UgwpgodCXx3jk9ZMS1h4AaABAg,@daimimam2682,2025-11-06T22:12:31Z,2025-11-06T22:12:31Z,"Gax usah memberi kebijakan baru yg penting mencari uang dgn cara yg beda,",0,0
i2Uxvilus-I,UgyKfyBhji25VQuq2Qt4AaABAg,@ferysinatra3743,2025-11-06T18:40:12Z,2025-11-06T18:40:12Z,Mentri yg lain MAKAN GAJI BUTA😢,0,0
